((1,(3,4)),(2,5))	((((1,2),3),(4,5))	7634946	1
((1,(3,4)),(2,5))	((((1,2),3),(4,5))	4565676	1
((1,(3,4)),(2,5))	((((1,2),3),(4,5))	1179658	1
((1,(3,4)),(2,5))	((((1,2),3),(4,5))	688141	1
((1,(3,4)),(2,5))	((((1,2),3),(4,5))	5111822	1
((1,(3,4)),(2,5))	((((1,2),3),(4,5))	9143174	1
((1,(3,4)),(2,5))	((((1,2),3),(4,5))	8006318	1
((1,(3,4)),(2,5))	((((1,2),3),(4,5))	333145	1
((1,(3,4)),(2,5))	((((1,2),3),(4,5))	3375135	1
((1,(3,4)),(2,5))	((((1,2),3),(4,5))	983076	1
((1,(3,4)),(2,5))	((((1,2),3),(4,5))	41	1
((1,(3,4)),(2,5))	((((1,2),3),(4,5))	7995439	1
((1,(3,4)),(2,5))	((((1,2),3),(4,5))	983091	1
((1,(3,4)),(2,5))	((((1,2),3),(4,5))	294965	1
((1,(3,4)),(2,5))	((((1,2),3),(4,5))	2392121	1
((1,(3,4)),(2,5))	((((1,2),3),(4,5))	1507386	1
((1,(3,4)),(2,5))	((((1,2),3),(4,5))	5865545	1
((1,(3,4)),(2,5))	((((1,2),3),(4,5))	1736780	1
((1,(3,4)),(2,5))	((((1,2),3),(4,5))	1736782	1
((1,(3,4)),(2,5))	((((1,2),3),(4,5))	5865556	1
((1,(3,4)),(2,5))	((((1,2),3),(4,5))	6717454	1
((1,(3,4)),(2,5))	((((1,2),3),(4,5))	196694	1
((1,(3,4)),(2,5))	((((1,2),3),(4,5))	7045209	1
((1,(3,4)),(2,5))	((((1,2),3),(4,5))	6226011	1
((1,(3,4)),(2,5))	((((1,2),3),(4,5))	426081	1
((1,(3,4)),(2,5))	((((1,2),3),(4,5))	5728955	1
((1,(3,4)),(2,5))	((((1,2),3),(4,5))	8454244	1
((1,(3,4)),(2,5))	((((1,2),3),(4,5))	1310824	1
((1,(3,4)),(2,5))	((((1,2),3),(4,5))	7143531	1
((1,(3,4)),(2,5))	((((1,2),3),(4,5))	5636205	1
((1,(3,4)),(2,5))	((((1,2),3),(4,5))	9994361	1
((1,(3,4)),(2,5))	((((1,2),3),(4,5))	1736826	1
((1,(3,4)),(2,5))	((((1,2),3),(4,5))	9229674	1
((1,(3,4)),(2,5))	((((1,2),3),(4,5))	3768451	1
((1,(3,4)),(2,5))	((((1,2),3),(4,5))	6553733	1
((1,(3,4)),(2,5))	((((1,2),3),(4,5))	1507462	1
((1,(3,4)),(2,5))	((((1,2),3),(4,5))	8552583	1
((1,(3,4)),(2,5))	((((1,2),3),(4,5))	9229676	1
((1,(3,4)),(2,5))	((((1,2),3),(4,5))	9513666	1
((1,(3,4)),(2,5))	((((1,2),3),(4,5))	4522129	1
((1,(3,4)),(2,5))	((((1,2),3),(4,5))	5210259	1
((1,(3,4)),(2,5))	((((1,2),3),(4,5))	7667870	1
((1,(3,4)),(2,5))	((((1,2),3),(4,5))	6750369	1
((1,(3,4)),(2,5))	((((1,2),3),(4,5))	1867938	1
((1,(3,4)),(2,5))	((((1,2),3),(4,5))	7962789	1
((1,(3,4)),(2,5))	((((1,2),3),(4,5))	8487085	1
((1,(3,4)),(2,5))	((((1,2),3),(4,5))	295086	1
((1,(3,4)),(2,5))	((((1,2),3),(4,5))	5963952	1
((1,(3,4)),(2,5))	((((1,2),3),(4,5))	360629	1
((1,(3,4)),(2,5))	((((1,2),3),(4,5))	327863	1
((1,(3,4)),(2,5))	((((1,2),3),(4,5))	360633	1
((1,(3,4)),(2,5))	((((1,2),3),(4,5))	2490555	1
((1,(3,4)),(2,5))	((((1,2),3),(4,5))	360636	1
((1,(3,4)),(2,5))	((((1,2),3),(4,5))	5963979	1
((1,(3,4)),(2,5))	((((1,2),3),(4,5))	6553804	1
((1,(3,4)),(2,5))	((((1,2),3),(4,5))	5963981	1
((1,(3,4)),(2,5))	((((1,2),3),(4,5))	2818263	1
