3	5563267/11840400
2	224313/657800
2	26211/82225
3	482069/1076400
2	1426189/3946800
2	1589143/7893600
3	5013751/11840400
2	2085913/7893600
2	34273/143520
3	559103/1315600
2	590713/1578720
3	5256631/11840400
2	828/3575
3	1020359/2368080
2	3193409/7893600
3	5092687/11840400
2	11467/68640
3	5332531/11840400
3	5009923/11840400
2	39019/151800
3	262649/592020
3	1081079/2368080
2	9517/31200
3	350527/740025
2	2723621/7893600
2	489053/1578720
3	4861951/11840400
3	4704079/11840400
3	95269/215280
3	455093/1076400
3	892847/2368080
2	600697/1578720
3	448193/1076400
3	441017/1076400
3	938387/2368080
2	3477101/7893600
2	493309/1973400
2	124157/358800
2	529577/1578720
1	152017/1973400
1	73081/1973400
3	120799/263120
2	2442811/7893600
2	2471669/7893600
3	475793/1076400
2	98663/263120
3	4698007/11840400
2	166/715
3	1017323/2368080
2	3187337/7893600
3	426941/1076400
2	89723/343200
2	155983/657800
3	4619071/11840400
2	46847/171600
3	862487/2368080
3	440741/1076400
2	2865557/7893600
1	41447/1315600
2	1789129/3946800
2	2517337/7893600
2	3088927/7893600
2	2026327/7893600
2	3153077/7893600
2	1021711/3946800
2	616981/1578720
2	2405827/7893600
2	49691/143520
2	176057/717600
2	202579/607200
3	5441827/11840400
2	480361/1578720
3	5290027/11840400
2	144409/493350
2	1722727/7893600
2	176057/717600
2	632373/2631200
3	5214127/11840400
3	5365927/11840400
3	5214127/11840400
3	4910527/11840400
3	5214127/11840400
3	5214127/11840400
3	51781/119600
2	107357/526240
2	2254927/7893600
2	1874527/7893600
2	951/3575
2	567301/1578720
2	2550727/7893600
3	5138227/11840400
2	1109479/3946800
1	92657/1973400
2	2711477/7893600
3	5669527/11840400
3	513257/1076400
2	496921/1578720
2	436201/1578720
3	478757/1076400
3	485657/1076400
2	527281/1578720
2	591911/1578720
2	21611/75900
2	105251/358800
2	3395533/7893600
2	2939177/7893600
2	1354411/3946800
2	266177/986700
2	3468427/7893600
1	19237/263120
2	2637397/7893600
2	1521547/3946800
3	20363/45540
2	662273/2631200
3	5365927/11840400
2	964129/3946800
2	2654227/7893600
3	4986427/11840400
2	239753/789360
2	618573/2631200
2	1000147/3946800
3	5517727/11840400
2	1960241/7893600
3	430279/910800
3	63161/148005
2	595273/2631200
3	38489/82800
3	5062327/11840400
3	68546/148005
3	4986427/11840400
3	5062327/11840400
3	354379/910800
3	458957/1076400
3	424457/1076400
3	458957/1076400
3	452057/1076400
3	763/1950
3	354379/910800
3	4834627/11840400
0	-
1	105/299
2	190603/358800
3	56711/107640
2	20719/44850
2	130553/358800
2	11347/29900
2	11269/44850
2	221531/717600
3	25813/67275
3	115021/269100
3	67793/179400
3	46351/107640
3	44987/119600
1	2233/14352
2	53271/119600
3	44831/107640
3	433607/1076400
3	12669/29900
3	52201/119600
2	30743/119600
3	38651/89700
2	66569/239200
2	128663/358800
1	70873/358800
3	44141/107640
3	11887/29900
3	46081/107640
3	5731/14950
3	59167/134550
2	4567/17940
3	231167/538200
2	23783/55200
1	34513/89700
2	4911/23920
2	66361/239200
3	2911/7475
3	494461/1076400
3	14401/29900
1	309/4600
2	49443/119600
2	221203/717600
1	74351/358800
3	526561/1076400
1	21917/358800
2	265547/717600
3	80689/179400
2	431/1380
3	115079/269100
2	101297/239200
3	54053/119600
3	479603/1076400
2	6473/27600
3	62663/134550
2	36583/89700
3	23888/67275
2	30531/119600
3	22657/53820
2	74423/239200
2	19429/71760
2	2227/6900
2	7139/22425
1	62969/358800
3	99071/269100
2	11411/47840
2	108047/358800
2	133517/358800
2	18121/59800
2	5149/11960
2	42041/179400
3	52997/119600
3	59971/134550
3	129293/269100
2	24251/71760
2	130327/358800
3	124739/269100
1	6421/29900
3	64957/134550
2	129877/358800
2	1981/7800
2	135377/358800
2	14741/44850
3	28166/67275
3	114389/269100
2	304627/717600
2	48107/179400
3	107489/269100
3	107489/269100
2	169927/717600
3	2432/5175
2	147853/358800
3	237953/538200
2	94877/358800
2	2487/7475
1	30727/179400
2	182227/717600
2	147577/358800
3	165101/358800
2	115577/358800
0	-
2	5491/15600
2	859/1950
3	5311/11700
2	41/104
3	10037/23400
3	3701/7800
2	1571/3900
2	3467/6240
2	691/1950
3	21193/46800
2	657/2600
2	13537/31200
3	20057/46800
3	3949/9360
1	959/7800
3	21707/46800
2	1799/7800
1	257/600
2	10297/31200
2	6131/15600
3	3869/9360
3	19433/46800
1	289/1300
3	10453/23400
3	19757/46800
2	10721/31200
3	1739/3900
2	7133/31200
1	23/60
2	1679/6240
2	12881/31200
2	809/2600
3	3559/9360
2	9283/31200
2	271/975
3	17171/46800
3	17171/46800
2	973/3900
1	73/1300
3	463/975
2	1163/3900
2	1619/5200
3	5111/11700
3	2237/5850
2	7417/31200
2	2711/7800
3	307/624
1	167/1200
1	316/975
2	779/2400
3	2653/5850
2	4177/15600
2	2089/7800
2	284/975
2	2643/10400
3	4219/9360
3	841/1950
2	10429/31200
2	12347/31200
3	2141/5200
3	149/400
2	2739/10400
2	5059/15600
2	917/3120
3	2489/5200
2	4331/10400
2	14227/31200
2	2897/10400
2	11429/31200
2	2789/10400
2	607/1560
2	1549/6240
2	3241/10400
3	21133/46800
2	2471/7800
2	3373/15600
2	513/2080
2	7733/31200
3	659/1560
3	2417/5200
3	3197/7800
2	3453/10400
2	4591/10400
2	4541/15600
2	505/1248
2	3401/10400
2	11243/31200
2	2117/5200
2	17/60
3	4099/9360
2	773/2080
1	211/1040
3	3197/7800
3	359/900
2	1853/6240
1	1007/15600
1	3/16
2	199/480
2	12449/31200
2	2203/7800
2	9559/31200
3	7003/15600
1	35/312
3	2903/5850
3	21311/46800
3	2201/5200
3	7003/15600
1	419/7800
3	5771/11700
2	1229/5200
2	729/2080
2	3533/10400
2	209/480
1	917/3120
1	469/3900
3	2601/5200
1	2263/15600
2	3303/10400
3	7003/15600
2	579/2080
2	12611/31200
2	13123/31200
2	1567/5200
2	9197/31200
2	3303/10400
2	137/600
2	4353/10400
2	12923/31200
2	2633/10400
3	7603/15600
2	2531/7800
2	889/3900
3	7103/15600
2	1289/5200
2	2829/10400
3	2201/5200
3	146/325
3	98/225
2	2023/5200
2	93/260
3	2201/5200
2	649/2080
0	-
1	517/1300
2	257/650
2	159/520
2	77/260
3	859/1950
2	371/1300
2	617/1300
2	122/325
1	31/325
3	2017/3900
2	943/2600
2	333/1300
3	359/780
2	99/325
3	573/1300
2	383/1300
3	383/780
1	129/325
1	167/1300
3	436/975
2	307/1300
3	833/1950
2	159/650
2	447/1300
3	1693/3900
2	509/1300
2	791/2600
2	261/650
3	111/260
2	993/2600
3	521/1300
2	419/1300
2	127/520
2	197/650
2	86/325
2	459/1300
2	281/650
2	47/130
2	491/1300
3	391/780
1	233/650
1	7/50
2	883/2600
3	151/325
1	57/325
2	781/2600
2	157/650
3	457/975
3	929/1950
2	223/520
2	1/4
2	109/260
2	289/1300
1	183/1300
2	757/2600
1	46/325
2	883/2600
2	171/520
3	159/325
1	369/1300
1	113/650
3	159/325
1	129/1300
2	1033/2600
1	57/1300
3	681/1300
2	73/200
3	669/1300
2	22/65
3	977/1950
2	853/2600
3	452/975
2	76/325
2	159/520
2	1063/2600
1	21/260
3	1933/3900
3	47/100
2	1023/2600
2	913/2600
3	139/300
3	1757/3900
2	21/65
3	142/325
0	-
2	19/52
1	9/26
2	25/52
3	19/39
2	5/13
2	5/26
1	3/26
2	43/104
1	1/13
2	37/104
2	21/52
3	25/52
2	7/13
3	37/78
2	7/26
3	35/78
3	35/78
0	-
1	19/52
2	19/52
2	9/26
2	21/52
2	7/13
2	11/26
2	7/26
2	25/104
2	31/104
2	7/26
2	15/52
2	3/13
2	11/52
