0	-
1	56533/151800
1	11989/57200
1	72797/303600
2	415969/986700
2	59743/131560
2	496161/1315600
2	353777/986700
2	24023/85800
2	882509/2631200
2	852609/2631200
2	64081/143520
2	288227/986700
2	2388041/7893600
2	3361/15600
3	5369479/11840400
3	318794/740025
2	114941/263120
3	2906159/5920200
2	29911/75900
2	75107/197340
2	61544/246675
2	92909/394680
2	674833/3946800
3	1632583/3946800
3	147009/328900
3	1072997/2960100
2	25613/75900
3	999599/2960100
3	1065899/2960100
4	334757/717600
1	542661/1315600
2	1528669/3946800
1	224501/493350
2	595923/1315600
1	32363/303600
3	5347379/11840400
2	178453/358800
2	90884/246675
3	5455279/11840400
2	26151/114400
3	510369/1315600
1	15889/78936
2	136979/394680
2	942021/2631200
3	63161/134550
3	563261/1315600
2	2311783/7893600
2	566997/2631200
3	337759/789360
1	11/600
3	556603/1480050
1	743/6600
2	514861/1578720
2	739897/2631200
1	604749/1315600
2	53351/119600
2	962123/2631200
2	534511/1973400
2	197273/789360
2	875579/1973400
2	502063/1973400
2	205247/526240
2	5972/18975
3	2816459/5920200
3	5116571/11840400
2	402481/1578720
2	262063/789360
2	531197/2631200
3	5286071/11840400
3	1598083/3946800
3	1044431/2960100
2	36247/151800
3	213133/592020
3	567873/1315600
3	108809/296010
3	44417/134550
3	1715107/3946800
3	5570713/11840400
3	4958699/11840400
3	1568183/3946800
3	1509683/3946800
2	66423/202400
2	357293/1315600
3	1264799/2960100
3	1152149/2960100
3	4041127/11840400
3	3664699/11840400
2	824111/2631200
3	331519/789360
3	2432423/5920200
3	30317/65780
3	405127/986700
3	1089281/2960100
3	230773/592020
3	554137/1480050
3	3844099/11840400
3	1391383/3946800
3	87961/197340
3	527573/1315600
3	250139/740025
2	2747/28600
3	3919999/11840400
3	348209/1076400
4	3637477/7893600
3	99839/296010
3	3402463/11840400
4	7169863/15787200
3	2953963/11840400
3	559769/1315600
2	741197/2631200
2	9209/40480
3	1619507/3946800
3	1501207/3946800
4	3592627/7893600
1	4187/60720
2	2862677/7893600
3	402409/1076400
3	7081/17940
3	4566521/11840400
3	4420349/11840400
3	5177371/11840400
2	1778747/3946800
1	30661/151800
3	888073/1973400
3	120643/263120
2	337949/1315600
3	381727/986700
3	4766449/11840400
3	980717/2368080
3	242614/740025
3	910297/2960100
3	137767/394680
3	4240013/11840400
3	911917/2368080
3	1104031/2960100
2	878323/2631200
2	757161/2631200
2	70277/197340
2	2107169/7893600
2	181957/526240
2	399511/1973400
2	214663/789360
3	1010881/2960100
3	50833/171600
3	794977/2368080
2	122717/328900
2	21313/49335
2	168917/493350
2	695341/1578720
2	2350483/7893600
2	3236641/7893600
2	52139/179400
2	10333/44850
2	692399/2631200
2	2096047/7893600
2	45373/131560
3	1714357/3946800
3	27837/65780
2	61381/263120
2	310127/986700
3	1789681/3946800
2	746997/2631200
3	222931/514800
1	197851/493350
1	15161/78936
1	21641/151800
3	171929/358800
2	1079929/3946800
2	871721/2631200
3	221693/538200
3	179627/514800
3	10997/32175
3	64593/164450
3	615287/1480050
3	195979/538200
3	5254199/11840400
2	87167/328900
2	575027/1578720
3	333539/789360
2	1582793/3946800
2	3138919/7893600
2	1582793/3946800
1	406973/1315600
2	915559/2631200
3	58107/119600
2	484661/1973400
2	2261791/7893600
2	1169897/3946800
2	1045079/3946800
3	216859/514800
3	208513/514800
3	138511/358800
3	848153/1973400
3	220291/514800
3	1570633/3946800
3	2366587/5920200
3	4001/11440
3	186727/514800
3	4710571/11840400
3	784547/1973400
3	1413359/3946800
2	579323/2631200
3	245033/592020
3	76489/179400
3	665671/1480050
2	360391/1578720
3	1205431/2960100
2	3533983/7893600
2	468693/1315600
2	58229/151800
2	3541997/7893600
2	353813/789360
2	3076819/7893600
2	547727/1973400
2	1054709/2631200
2	1127879/3946800
2	3283063/7893600
3	817873/1973400
2	86899/343200
3	817873/1973400
2	223631/789360
3	4917857/11840400
2	61499/343200
3	252623/592020
3	1243381/2960100
2	34369/171600
3	252623/592020
3	5531671/11840400
2	2517091/7893600
3	2718109/5920200
2	929359/2631200
2	39401/119600
2	2917777/7893600
2	665237/1578720
2	283351/986700
3	808541/1973400
3	1681033/3946800
2	2289013/7893600
3	304756/740025
3	4615621/11840400
3	8782/22425
3	190159/514800
2	959851/3946800
3	429011/1076400
3	77461/197340
2	1494629/3946800
2	714641/1578720
1	106159/493350
1	338189/3946800
2	31699/164450
2	1771763/7893600
3	53662/148005
2	1386013/7893600
3	420961/1076400
3	68309/171600
2	1649/6325
2	75667/343200
3	407483/1076400
3	878041/1973400
2	9757/27600
2	88249/343200
3	5113663/11840400
2	96119/394680
1	288349/1315600
2	123971/263120
2	3716633/7893600
1	695297/3946800
1	833/3432
2	428339/1578720
2	407639/1578720
3	5243731/11840400
3	5098759/11840400
3	4852169/11840400
3	877667/2368080
3	5174659/11840400
3	5244487/11840400
3	862487/2368080
3	235039/473616
2	21259/68640
3	517949/1076400
1	7283/71760
2	45107/131560
2	1979959/7893600
1	268903/1973400
3	1065899/2368080
2	227191/607200
2	349403/1578720
2	328703/1578720
2	1980787/7893600
2	1825951/7893600
3	4622107/11840400
2	4167/14300
3	461993/1076400
3	419489/1076400
2	51629/171600
2	100283/343200
3	4470307/11840400
2	1003/6072
3	313213/740025
3	447641/1076400
3	5250559/11840400
3	475793/1076400
3	4776943/11840400
2	2296531/7893600
2	574597/2631200
3	5797039/11840400
2	66719/246675
2	1398313/3946800
