4	1/8
5	1/10
4	1/16
4	3/32
4	5/32
3	0
5	3/20
6	7/48
3	1/12
3	0
7	1/4
6	5/24
6	7/48
4	3/32
4	3/32
6	7/48
7	13/56
4	5/32
3	1/6
2	-1/16
3	1/12
5	1/8
5	1/10
6	3/16
6	5/24
6	7/48
5	7/40
4	1/8
6	5/24
6	1/6
4	5/32
4	1/8
5	1/8
5	1/8
4	1/8
2	-3/16
3	0
3	0
2	-3/16
1	0
6	3/16
6	1/6
4	5/32
4	7/32
4	1/32
5	1/10
5	7/40
5	3/20
5	1/8
5	3/20
3	-1/12
5	3/40
2	-1/16
5	1/5
4	1/16
2	1/16
6	1/6
2	1/8
5	1/10
6	5/24
5	3/20
5	1/10
5	3/20
3	1/12
5	1/10
6	3/16
4	3/32
4	3/32
5	3/40
3	1/12
4	-1/32
5	3/40
4	1/32
4	1/32
4	-1/32
4	1/32
4	-1/32
4	1/32
4	-1/32
3	1/12
5	3/40
4	3/32
4	3/32
5	3/40
3	1/12
5	1/10
6	3/16
5	1/10
4	1/16
5	1/10
4	1/16
6	3/16
3	0
6	3/16
3	0
5	3/40
4	1/32
5	3/40
5	3/40
4	1/32
5	3/40
5	3/20
4	3/32
5	3/20
4	3/32
3	1/12
5	3/20
6	3/16
5	3/40
6	3/16
4	3/32
2	0
6	3/16
6	7/48
3	1/12
3	0
5	1/10
4	3/32
4	3/32
3	1/12
4	5/32
6	3/16
5	1/5
5	3/20
5	1/5
4	5/32
6	3/16
5	1/10
4	5/32
3	0
6	7/48
4	1/32
5	1/8
5	7/40
4	1/16
6	1/6
5	3/40
4	1/32
3	0
3	-1/12
4	1/32
3	0
4	1/16
3	0
4	1/32
2	0
3	1/12
3	0
5	1/8
4	1/8
5	3/40
3	-1/12
5	3/40
4	1/32
5	1/8
5	1/10
5	1/8
6	1/6
5	1/20
4	1/32
6	3/16
6	3/16
4	1/32
5	1/10
5	1/10
3	-1/12
4	1/16
4	3/32
3	1/4
4	1/8
6	1/4
5	1/10
2	-1/16
3	-1/12
5	3/20
5	3/40
2	1/16
3	0
6	7/48
6	1/6
4	5/32
4	1/16
5	1/5
5	1/10
3	0
4	3/32
4	3/32
5	1/10
3	-1/12
3	0
4	1/32
4	1/32
4	7/32
5	1/8
5	7/40
5	1/10
4	1/32
5	3/20
3	1/12
4	-1/32
4	1/32
5	3/40
4	-1/32
4	1/32
3	1/12
4	3/32
5	3/40
6	3/16
5	3/20
6	3/16
4	1/16
5	7/40
5	1/8
6	1/6
4	1/32
5	3/40
4	1/32
5	3/40
5	3/40
0	-
1	0
3	1/6
4	7/32
3	1/12
4	3/32
4	1/8
5	1/8
5	3/20
6	1/6
6	1/6
5	1/10
3	1/12
6	1/8
2	-1/16
3	0
6	1/8
6	1/6
5	1/10
6	3/16
4	1/16
4	1/16
3	0
4	1/16
2	-1/16
6	3/16
6	3/16
5	1/10
5	1/8
4	3/32
4	1/16
5	3/40
4	3/32
1	-1/2
6	5/24
4	3/32
6	1/6
5	3/20
5	1/10
3	1/12
3	0
4	1/16
2	-1/16
5	1/10
3	1/12
4	3/32
6	7/48
4	5/32
6	5/24
3	1/6
5	1/10
5	1/10
4	1/32
5	3/40
3	-1/12
5	1/8
3	0
5	3/40
4	1/8
5	1/8
3	0
5	1/10
2	-3/16
6	3/16
4	1/8
3	1/12
2	0
4	1/32
3	0
5	1/8
6	1/6
5	1/20
5	3/40
4	1/8
4	1/16
5	3/40
1	0
4	7/32
4	3/32
5	1/8
2	-1/16
4	1/16
5	1/10
6	3/16
3	0
4	1/32
6	3/16
6	3/16
4	1/32
5	3/40
3	-1/12
4	1/16
3	0
5	1/10
2	-3/16
6	5/24
3	0
5	7/40
4	5/32
0	-
4	1/8
3	1/12
5	1/8
5	3/20
6	1/8
5	1/10
3	1/6
3	1/12
4	1/8
4	7/32
5	1/8
4	3/32
6	1/6
6	1/6
3	1/12
6	1/6
5	1/8
1	0
4	3/32
4	1/16
5	3/40
6	3/16
2	-1/16
5	1/10
5	3/40
4	1/16
5	1/10
4	1/16
1	-1/2
4	3/32
2	-1/16
3	0
6	1/8
5	3/20
4	1/16
6	3/16
6	5/24
4	1/16
2	1/16
5	7/40
5	1/8
3	0
6	1/6
6	5/24
4	1/8
4	5/32
6	7/48
2	-3/16
1	-1/4
3	1/12
4	1/32
5	1/8
4	1/16
4	1/32
4	1/32
5	1/8
6	3/16
4	1/16
3	0
6	1/6
6	3/16
4	3/32
3	0
5	1/10
5	1/20
3	-1/12
2	0
4	1/32
3	-1/12
4	1/32
3	-1/12
5	1/8
3	0
6	3/16
4	1/16
5	1/8
4	1/16
5	1/10
5	3/40
5	1/10
6	3/16
4	1/32
3	0
5	1/10
4	3/32
4	3/32
4	5/32
3	0
5	3/20
7	13/56
2	-1/16
2	-1/16
6	7/48
7	1/4
3	0
3	1/12
2	-1/16
3	0
3	0
4	1/16
4	1/16
6	3/16
2	-1/16
5	1/10
5	1/10
6	1/8
6	1/6
3	1/12
5	1/10
5	1/8
4	3/32
4	1/8
3	1/12
1	-1/4
2	-3/16
6	7/48
2	1/16
4	1/8
6	1/6
5	1/8
4	3/32
3	-1/12
5	1/10
4	1/32
4	1/16
5	1/8
2	0
3	0
5	1/10
5	1/20
3	1/12
5	1/8
5	1/10
5	1/8
4	1/32
6	1/6
5	1/8
6	3/16
3	0
4	1/8
5	3/40
4	1/8
0	-
1	-1/4
4	5/32
5	1/5
7	3/14
7	3/14
5	1/10
3	1/4
5	1/5
3	0
4	7/32
4	1/32
6	3/16
6	1/4
5	1/10
6	7/48
5	3/20
5	7/40
1	0
2	1/16
5	3/20
6	1/6
6	1/6
5	1/8
4	5/32
6	1/6
3	1/4
4	1/32
2	-1/16
5	3/40
3	-1/12
5	1/10
4	1/8
4	1/16
3	0
5	1/10
4	1/16
3	1/6
2	-1/16
4	5/32
5	7/40
1	-1/4
2	1/16
4	1/8
6	3/16
2	-3/16
5	1/10
5	1/8
6	1/6
6	7/48
3	0
6	5/24
3	0
5	1/8
2	-3/16
4	1/8
2	1/16
4	1/16
5	1/5
6	1/6
1	-1/4
2	-1/16
7	3/14
3	1/12
5	1/5
4	5/32
6	3/16
4	3/32
5	3/20
3	1/12
5	3/40
4	3/32
6	3/16
5	1/10
4	3/32
2	0
3	1/12
6	3/16
6	7/48
3	0
4	5/32
5	1/10
6	7/48
3	0
6	3/16
0	-
5	3/20
1	-1/2
3	1/6
6	1/6
4	3/32
6	5/24
2	-1/16
3	0
3	1/12
4	3/32
4	5/32
6	7/48
3	1/6
6	5/24
5	3/20
7	13/56
7	1/4
0	-
1	0
5	1/5
4	1/16
4	5/32
3	1/6
2	1/8
6	3/16
5	1/10
5	3/20
5	3/20
7	3/14
6	1/6
6	5/24
