1	-1/6	-0.166666666666667
0	-	nan
1	1/6	0.166666666666667
2	1/12	0.0833333333333333
2	1/12	0.0833333333333333
3	1/3	0.333333333333333
3	1/9	0.111111111111111
3	2/9	0.222222222222222
4	7/24	0.291666666666667
2	1/6	0.166666666666667
1	1/6	0.166666666666667
4	1/4	0.250000000000000
2	1/12	0.0833333333333333
4	7/24	0.291666666666667
4	1/4	0.250000000000000
3	1/9	0.111111111111111
4	1/4	0.250000000000000
3	2/9	0.222222222222222
5	1/3	0.333333333333333
5	1/3	0.333333333333333
4	7/24	0.291666666666667
2	1/12	0.0833333333333333
3	1/9	0.111111111111111
3	1/9	0.111111111111111
3	1/3	0.333333333333333
2	-1/12	-0.0833333333333333
4	7/24	0.291666666666667
3	1/9	0.111111111111111
3	1/9	0.111111111111111
4	1/4	0.250000000000000
4	7/24	0.291666666666667
3	2/9	0.222222222222222
4	7/24	0.291666666666667
3	2/9	0.222222222222222
4	1/4	0.250000000000000
3	2/9	0.222222222222222
0	-	nan
2	1/12	0.0833333333333333
1	1/6	0.166666666666667
1	-1/6	-0.166666666666667
0	-	nan
2	1/12	0.0833333333333333
3	2/9	0.222222222222222
4	7/24	0.291666666666667
3	1/3	0.333333333333333
4	7/24	0.291666666666667
4	1/4	0.250000000000000
5	1/3	0.333333333333333
2	1/12	0.0833333333333333
2	-1/12	-0.0833333333333333
1	1/6	0.166666666666667
2	1/6	0.166666666666667
3	1/9	0.111111111111111
3	1/9	0.111111111111111
4	1/4	0.250000000000000
2	-1/12	-0.0833333333333333
3	1/9	0.111111111111111
3	1/9	0.111111111111111
3	1/3	0.333333333333333
2	1/12	0.0833333333333333
3	2/9	0.222222222222222
3	1/9	0.111111111111111
3	1/9	0.111111111111111
4	7/24	0.291666666666667
4	1/4	0.250000000000000
4	7/24	0.291666666666667
2	1/12	0.0833333333333333
1	-1/6	-0.166666666666667
2	1/12	0.0833333333333333
3	1/9	0.111111111111111
4	1/4	0.250000000000000
4	5/24	0.208333333333333
3	1/9	0.111111111111111
2	1/12	0.0833333333333333
4	1/4	0.250000000000000
1	-1/6	-0.166666666666667
2	1/12	0.0833333333333333
2	1/12	0.0833333333333333
3	1/9	0.111111111111111
4	1/4	0.250000000000000
4	5/24	0.208333333333333
